ip	class	tld	entropy	len	norm_entropy	vowel_ratio	digit_ratio	repeat_letter	consec_digit	consec_consonant	gib_value	hmm_log	uni_rank	bi_rank	tri_rank	uni_std	bi_std	tri_std	private_tld
bbngkr.md.	1	md	1.733	8.0	0.217	0.00	0.00	0.12	0.00	0.75	0.00	-41.90	13.00	308.71	10865.67	4.40	258.48	7922.99	0
bbnjeugg.co.kr.	1	co.kr	1.887	10.0	0.189	0.20	0.00	0.20	0.00	0.60	0.00	-999.00	13.75	322.89	5114.12	6.70	153.67	3868.47	0
bbnmv.co.ke.	1	co.ke	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-39.02	14.20	375.50	11000.00	4.71	202.55	5510.39	0
bbnnfk.tn.	1	tn	1.560	8.0	0.195	0.00	0.00	0.25	0.00	0.75	0.00	-999.00	14.00	362.29	8875.17	4.58	295.96	5481.03	0
bbnnwub.nf.	1	nf	1.523	9.0	0.169	0.11	0.00	0.22	0.00	0.56	0.00	-50.97	13.57	328.50	10796.43	4.20	195.21	6018.74	0
bbnogwy.co.il.	1	co.il	1.889	9.0	0.210	0.11	0.00	0.11	0.00	0.67	0.00	-42.92	13.86	316.00	7545.86	5.82	237.53	3742.33	0
bbnr.cx.	1	cx	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-32.02	11.00	284.40	8966.00	4.06	213.10	4878.63	0
bbnrwlevw.com.hn.	1	com.hn	2.020	11.0	0.184	0.09	0.00	0.18	0.00	0.73	0.00	-999.00	13.11	399.50	6227.89	7.08	270.78	5386.24	0
bbnx.com.fj.	1	com.fj	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-999.00	15.50	339.00	9778.75	5.68	204.32	7113.66	0
bbockvhy.sg.	1	sg	2.025	10.0	0.203	0.10	0.00	0.10	0.00	0.70	0.00	-999.00	14.88	334.89	3208.25	5.56	297.51	3215.63	0
bboh.fr.	1	fr	1.330	6.0	0.222	0.17	0.00	0.17	0.00	0.33	0.00	-25.60	12.50	223.80	5490.75	5.55	139.46	2697.46	0
bboi.cz.	1	cz	1.330	6.0	0.222	0.33	0.00	0.17	0.00	0.33	1.00	-23.54	9.25	183.60	3744.75	5.76	121.78	1208.94	0
bboitts.com.ni.	1	com.ni	1.735	9.0	0.193	0.22	0.00	0.22	0.00	0.56	1.00	-43.71	8.00	151.75	3246.29	4.63	121.82	1992.68	0
bbojvkvt.com.ai.	1	com.ai	1.887	10.0	0.189	0.10	0.00	0.20	0.00	0.70	0.00	-999.00	16.00	453.44	6468.75	7.31	325.25	7728.03	0
bbokrbdh.com.mx.	1	com.mx	1.834	10.0	0.183	0.10	0.00	0.10	0.00	0.70	0.00	-45.76	12.62	290.78	9954.38	5.02	152.11	7086.79	0
bbomid.li.	1	li	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.25	1.00	-38.55	10.00	137.14	2481.83	4.83	104.62	1359.81	0
bbovf.gd.	1	gd	1.550	7.0	0.221	0.14	0.00	0.14	0.00	0.57	0.00	-37.18	15.00	324.83	8256.20	6.60	275.31	4766.51	0
bbpabfoy.sh.	1	sh	1.834	10.0	0.183	0.20	0.00	0.10	0.00	0.50	0.00	-51.89	12.88	268.22	8600.62	6.31	219.10	6351.81	0
bbpg.com.tr.	1	com.tr	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-999.00	15.00	339.00	5558.50	0.71	234.52	5778.24	0
bbpncc.com.ng.	1	com.ng	1.560	8.0	0.195	0.00	0.00	0.25	0.00	0.75	0.00	-45.20	12.00	320.29	9892.00	2.77	190.57	6240.00	0
bbpoph.im.	1	im	1.560	8.0	0.195	0.12	0.00	0.25	0.00	0.62	0.00	-38.22	13.00	234.57	5309.67	4.58	181.25	4592.88	0
bbpoxppha.ie.	1	ie	1.846	11.0	0.168	0.18	0.00	0.18	0.00	0.64	0.00	-999.00	13.11	231.80	6319.44	6.40	173.34	5289.58	0
bbpph.be.	1	be	1.352	7.0	0.193	0.00	0.00	0.29	0.00	0.71	0.00	-34.92	15.00	284.17	9360.00	1.10	170.12	5632.48	0
bbpqs.hn.	1	hn	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-999.00	15.80	528.50	5362.60	8.03	449.34	5939.87	0
bbptxyoru.cz.	1	cz	2.146	11.0	0.195	0.18	0.00	0.09	0.00	0.55	0.00	-999.00	12.89	308.80	7330.89	6.24	217.69	6895.89	0
bbpwchzvh.com.ki.	1	com.ki	2.020	11.0	0.184	0.00	0.00	0.18	0.00	0.82	0.00	-999.00	17.33	532.20	6210.78	4.35	332.65	5485.07	0
bbpyxx.ch.	1	ch	1.560	8.0	0.195	0.00	0.00	0.25	0.00	0.75	0.00	-999.00	18.50	397.86	8220.83	4.19	211.42	7347.17	0
bbpzrwbi.com.lc.	1	com.lc	1.834	10.0	0.183	0.10	0.00	0.10	0.00	0.70	0.00	-999.00	14.38	445.56	3124.75	6.48	279.56	4860.76	0
bbqai.com.lc.	1	com.lc	1.550	7.0	0.221	0.29	0.00	0.14	0.00	0.43	0.00	-999.00	13.20	422.33	7643.40	9.99	412.20	8074.61	0
bbqe.ca.	1	ca	1.330	6.0	0.222	0.17	0.00	0.17	0.00	0.50	0.00	-999.00	15.25	504.20	7292.25	10.26	473.82	6634.32	0
bbqhqy.sc.	1	sc	1.560	8.0	0.195	0.00	0.00	0.25	0.00	0.75	0.00	-999.00	21.00	637.86	5949.00	6.51	454.31	7591.41	0
bbqlkut.fr.	1	fr	1.889	9.0	0.210	0.11	0.00	0.11	0.00	0.56	0.00	-999.00	15.29	410.50	4943.43	6.94	381.18	5892.36	0
bbqtw.ht.	1	ht	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-999.00	17.60	512.17	5277.00	7.63	408.07	6374.77	0
bbrapkmn.es.	1	es	2.025	10.0	0.203	0.10	0.00	0.10	0.00	0.70	0.00	-41.78	11.12	267.44	7684.00	5.06	216.26	7152.67	0
bbrbatkzn.ae.	1	ae	1.972	11.0	0.179	0.09	0.00	0.09	0.00	0.73	0.00	-999.00	12.33	302.40	6716.78	6.73	252.30	5761.40	0
bbrblbgco.su.	1	su	1.768	11.0	0.161	0.09	0.00	0.09	0.00	0.73	0.00	-999.00	11.56	267.30	8643.11	4.47	193.81	7917.30	0
bbrbtoiah.com.pt.	1	com.pt	1.972	11.0	0.179	0.27	0.00	0.09	0.00	0.45	0.00	-54.71	9.33	225.80	7573.11	5.72	143.19	4525.36	0
bbrc.es.	1	es	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-29.60	11.50	204.60	8598.00	3.77	111.24	6035.46	0
bbrftgo.lv.	1	lv	1.889	9.0	0.210	0.11	0.00	0.11	0.00	0.67	0.00	-42.76	11.71	245.50	8060.14	5.85	150.19	5211.84	0
bbrft.nl.	1	nl	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-32.26	12.60	221.00	8756.80	5.31	146.45	5784.72	0
bbrlze.ec.	1	ec	1.733	8.0	0.217	0.12	0.00	0.12	0.00	0.62	0.00	-999.00	11.83	256.71	5950.17	7.67	198.88	4844.47	0
bbrz.co.il.	1	co.il	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-34.01	15.25	292.20	9158.00	6.72	173.96	6384.36	0
bbsarqga.gr.	1	gr	1.887	10.0	0.189	0.20	0.00	0.20	0.00	0.60	0.00	-999.00	11.38	347.56	5043.62	8.94	422.17	6148.69	0
bbserxdtf.gr.	1	gr	2.146	11.0	0.195	0.09	0.00	0.09	0.00	0.73	0.00	-44.92	11.67	330.40	10072.33	7.12	245.18	9196.54	0
bbsft.gs.	1	gs	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-33.64	12.40	228.00	5743.00	5.57	148.17	4635.99	0
bbsi.mw.	1	mw	1.330	6.0	0.222	0.17	0.00	0.17	0.00	0.50	1.00	-999.00	9.75	173.60	2124.25	5.26	132.21	481.65	0
bbsjk.mn.	1	mn	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-32.45	15.80	362.00	11651.20	6.73	260.47	9730.45	0
bbsq.no.	1	no	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-27.29	16.25	348.60	7641.00	8.93	187.67	6403.27	0
bbssm.fr.	1	fr	1.352	7.0	0.193	0.00	0.00	0.29	0.00	0.71	0.00	-27.23	10.20	198.67	3880.20	4.49	112.98	2393.41	0
bbswsczh.com.ni.	1	com.ni	1.887	10.0	0.189	0.00	0.00	0.20	0.00	0.80	0.00	-999.00	14.12	299.89	8247.00	6.70	175.91	6629.93	0
bbszoeggz.bo.	1	bo	1.894	11.0	0.172	0.18	0.00	0.27	0.00	0.64	0.00	-53.34	13.44	345.90	9480.00	8.30	169.75	6130.54	0
bbtihlwwg.com.hn.	1	com.hn	2.020	11.0	0.184	0.09	0.00	0.18	0.00	0.73	0.00	-58.60	13.89	388.00	12548.00	5.65	236.52	6963.51	0
bbtlhuinc.be.	1	be	2.146	11.0	0.195	0.18	0.00	0.09	0.00	0.64	0.00	-999.00	10.89	256.80	4743.11	4.09	164.31	4373.70	0
bbtrhxgjy.co.il.	1	co.il	2.146	11.0	0.195	0.00	0.00	0.09	0.00	0.82	0.00	-999.00	16.11	473.70	6515.89	6.30	314.04	6583.00	0
bbttbus.com.ni.	1	com.ni	1.523	9.0	0.169	0.11	0.00	0.22	0.00	0.56	0.00	-44.75	11.00	217.38	5985.57	4.14	156.60	5607.15	0
bbtt.hk.	1	hk	1.099	6.0	0.183	0.00	0.00	0.33	0.00	0.67	0.00	-27.23	11.00	226.80	8000.50	4.00	182.52	5933.98	0
bbtwexyf.com.tr.	1	com.tr	2.025	10.0	0.203	0.10	0.00	0.10	0.00	0.70	0.00	-47.93	15.25	306.44	9647.00	7.22	161.62	5769.61	0
bbty.im.	1	im	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-31.79	14.00	230.60	8185.25	4.36	173.87	7237.88	0
bbtzahodw.tl.	1	tl	2.146	11.0	0.195	0.18	0.00	0.09	0.00	0.55	0.00	-999.00	13.00	294.80	5512.11	7.38	163.98	3513.73	0
bbubwncev.dk.	1	dk	1.972	11.0	0.179	0.18	0.00	0.09	0.00	0.55	1.00	-999.00	13.33	258.00	5063.89	6.09	177.27	3650.33	0
bbucffduy.ag.	1	ag	1.894	11.0	0.172	0.18	0.00	0.27	0.00	0.55	0.00	-57.10	15.22	321.30	10176.11	3.46	203.33	5856.29	0
bbumefi.dm.	1	dm	1.889	9.0	0.210	0.33	0.00	0.11	0.00	0.22	1.00	-999.00	11.29	166.88	3611.57	6.16	108.88	2669.17	0
bbuutmvhu.co.nz.	1	co.nz	1.846	11.0	0.168	0.27	0.00	0.18	0.00	0.55	0.00	-999.00	14.00	374.80	6448.11	3.89	272.53	5521.46	0
bbuxacxfu.mw.	1	mw	1.894	11.0	0.172	0.27	0.00	0.27	0.00	0.45	0.00	-999.00	15.11	369.50	6562.67	6.57	265.72	4495.88	0
bbvfyyrv.mw.	1	mw	1.748	10.0	0.175	0.00	0.00	0.30	0.00	0.80	0.00	-999.00	17.25	490.78	5520.38	4.94	257.26	6142.23	0
bbvjscvsy.vc.	1	vc	1.894	11.0	0.172	0.00	0.00	0.27	0.00	0.82	0.00	-999.00	15.44	472.40	8785.44	7.14	332.29	8607.29	0
bbvnjvo.am.	1	am	1.735	9.0	0.193	0.11	0.00	0.22	0.00	0.67	0.00	-999.00	15.86	448.62	7136.43	7.62	314.05	8019.11	0
bbvrm.tl.	1	tl	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-999.00	13.80	365.83	2167.80	5.27	257.43	2514.42	0
bbvtxyksa.sk.	1	sk	2.146	11.0	0.195	0.09	0.00	0.09	0.00	0.73	0.00	-999.00	14.11	403.60	9238.22	7.31	267.71	7813.88	0
bbvuntk.my.	1	my	1.889	9.0	0.210	0.11	0.00	0.11	0.00	0.67	0.00	-38.71	14.00	330.75	7963.57	4.90	275.16	5707.61	0
bbvv.cz.	1	cz	1.099	6.0	0.183	0.00	0.00	0.33	0.00	0.67	0.00	-22.82	18.50	444.60	10013.25	3.50	290.08	7982.31	0
bbvvzyiy.es.	1	es	1.748	10.0	0.175	0.10	0.00	0.30	0.00	0.60	0.00	-999.00	17.62	484.89	9308.38	6.08	290.20	9276.51	0
bbvyfxoaq.nf.	1	nf	2.146	11.0	0.195	0.18	0.00	0.09	0.00	0.55	0.00	-999.00	16.67	479.30	9157.67	8.72	206.23	5809.71	0
bbvymrbdh.com.hn.	1	com.hn	1.972	11.0	0.179	0.00	0.00	0.09	0.00	0.82	0.00	-999.00	14.67	423.10	9650.11	4.40	210.08	7849.37	0
bbwk.com.jm.	1	com.jm	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-999.00	17.25	408.60	5484.75	2.49	312.79	4477.74	0
bbwkumo.am.	1	am	1.889	9.0	0.210	0.22	0.00	0.11	0.00	0.44	0.00	-999.00	13.71	321.38	6243.29	5.31	281.03	7608.26	0
bbwkyhcef.pl.	1	pl	2.146	11.0	0.195	0.09	0.00	0.09	0.00	0.64	0.00	-999.00	15.11	407.50	9957.78	5.88	234.74	8804.43	0
bbwrj.com.gt.	1	com.gt	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-999.00	16.60	469.67	3773.40	6.71	219.54	3722.21	0
bbwrsc.gr.	1	gr	1.733	8.0	0.217	0.00	0.00	0.12	0.00	0.75	0.00	-999.00	12.00	309.29	4391.00	5.60	230.20	3613.84	0
bbwsk.ae.	1	ae	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-32.97	14.80	284.17	8602.00	5.38	218.20	7228.78	0
bbwsrfft.com.ng.	1	com.ng	1.887	10.0	0.189	0.00	0.00	0.20	0.00	0.80	0.00	-53.95	13.62	300.33	11367.12	6.28	196.46	8174.12	0
bbwtd.us.	1	us	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-999.00	14.00	364.17	5954.60	4.56	238.39	5177.84	0
bbwucnai.kn.	1	kn	2.025	10.0	0.203	0.30	0.00	0.10	0.00	0.50	0.00	-999.00	11.00	300.78	6058.50	5.87	234.40	5807.95	0
bbww.my.	1	my	1.099	6.0	0.183	0.00	0.00	0.33	0.00	0.67	0.00	-999.00	18.00	395.00	3540.00	3.00	238.50	2954.87	0
bbwz.com.ai.	1	com.ai	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-999.00	19.00	431.00	4229.00	4.24	279.42	3185.24	0
bbxfudne.tj.	1	tj	2.025	10.0	0.203	0.20	0.00	0.10	0.00	0.60	0.00	-999.00	13.50	331.89	7873.38	6.58	300.25	8070.81	0
bbxh.vc.	1	vc	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-999.00	17.75	454.80	3545.50	3.70	337.54	4818.68	0
bbxkcsjpc.tw.	1	tw	2.020	11.0	0.184	0.00	0.00	0.18	0.00	0.82	0.00	-999.00	15.22	509.30	9607.67	6.34	303.64	8067.90	0
bbxm.cz.	1	cz	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-999.00	16.25	419.00	2942.50	4.76	328.41	3803.81	0
bbxr.sk.	1	sk	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-999.00	15.00	435.40	3040.25	6.36	379.10	3967.28	0
bbxs.com.ar.	1	com.ar	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-999.00	14.75	382.60	6537.00	6.72	351.49	7066.24	0
bbxsoghbh.com.ki.	1	com.ki	1.846	11.0	0.168	0.09	0.00	0.18	0.00	0.73	0.00	-999.00	14.11	372.30	7886.22	6.03	262.59	5611.59	0
bbxsxnfra.am.	1	am	2.020	11.0	0.184	0.09	0.00	0.18	0.00	0.73	0.00	-999.00	13.22	385.10	7041.44	7.87	319.92	8300.93	0
bbxv.li.	1	li	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-999.00	19.00	464.00	5735.00	4.06	322.93	8563.66	0
bbyeffzq.to.	1	to	1.887	10.0	0.189	0.10	0.00	0.20	0.00	0.70	0.00	-999.00	18.12	443.44	8357.25	7.98	288.26	7311.94	0
bbym.com.uy.	1	com.uy	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-32.77	15.00	262.20	5621.00	2.83	147.63	2427.53	0
bbynz.ly.	1	ly	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-999.00	16.40	320.50	3290.40	5.57	141.38	2256.10	0
bbyol.com.sv.	1	com.sv	1.550	7.0	0.221	0.14	0.00	0.14	0.00	0.43	1.00	-35.22	12.20	200.83	4034.60	5.60	146.55	2303.20	0
bbypvy.co.uk.	1	co.uk	1.560	8.0	0.195	0.00	0.00	0.25	0.00	0.75	0.00	-999.00	17.33	379.57	3335.17	2.87	258.17	2803.95	0
bbyqjkav.my.	1	my	2.025	10.0	0.203	0.10	0.00	0.10	0.00	0.60	0.00	-999.00	18.38	487.78	3582.38	7.89	372.55	3807.13	0
bbytagcul.com.ai.	1	com.ai	2.146	11.0	0.195	0.18	0.00	0.09	0.00	0.55	0.00	-50.79	11.78	234.90	4083.44	4.96	151.77	2841.78	0
bbyvnql.com.hn.	1	com.hn	1.889	9.0	0.210	0.00	0.00	0.11	0.00	0.78	0.00	-999.00	16.86	458.88	4533.29	7.08	269.61	5902.99	0
bbyw.tc.	1	tc	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-34.75	17.50	305.40	6328.25	2.60	149.27	3041.92	0
bbzbgrb.gy.	1	gy	1.427	9.0	0.159	0.00	0.00	0.11	0.00	0.78	0.00	-999.00	15.29	393.50	11018.43	5.09	241.40	9335.57	0
bbzbjtnmf.ly.	1	ly	1.972	11.0	0.179	0.00	0.00	0.09	0.00	0.82	0.00	-999.00	15.78	497.80	12883.89	6.41	234.32	9851.21	0
bbzd.hk.	1	hk	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-28.56	16.75	381.60	13120.00	4.92	288.76	8124.96	0
bbzi.com.pa.	1	com.pa	1.330	6.0	0.222	0.17	0.00	0.17	0.00	0.50	0.00	-37.15	14.75	317.60	10729.50	7.43	252.60	9216.50	0
bbzoup.co.ug.	1	co.ug	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.38	0.00	-37.61	14.17	275.71	7056.67	6.39	228.14	8343.15	0
bbzpovke.com.fj.	1	com.fj	2.025	10.0	0.203	0.20	0.00	0.10	0.00	0.60	0.00	-999.00	14.12	340.44	7823.88	7.85	306.80	7401.57	0
bbztab.mn.	1	mn	1.494	8.0	0.187	0.12	0.00	0.12	0.00	0.50	0.00	-999.00	13.17	313.71	6367.00	7.22	272.35	8730.84	0
bbztxyg.am.	1	am	1.889	9.0	0.210	0.00	0.00	0.11	0.00	0.78	0.00	-999.00	17.29	455.25	13076.00	5.67	248.57	9015.38	0
bbzvxk.hk.	1	hk	1.733	8.0	0.217	0.00	0.00	0.12	0.00	0.75	0.00	-999.00	19.83	574.57	11343.33	4.06	368.24	10656.79	0
bbzw.com.ar.	1	com.ar	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-29.15	19.00	432.40	11851.50	4.24	277.52	8779.00	0
bbzxvcw.cz.	1	cz	1.889	9.0	0.210	0.00	0.00	0.11	0.00	0.78	0.00	-999.00	18.86	536.88	10247.29	5.17	263.99	9867.80	0
bcaalm.co.nz.	1	co.nz	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.50	0.00	-38.37	8.17	183.86	3985.17	4.74	147.25	2747.11	0
bcafpuxu.com.do.	1	com.do	2.025	10.0	0.203	0.30	0.00	0.10	0.00	0.40	0.00	-51.64	13.88	315.33	9599.62	6.11	206.09	8177.30	0
bcagwtaw.com.jm.	1	com.jm	1.887	10.0	0.189	0.20	0.00	0.20	0.00	0.50	0.00	-57.35	11.75	267.22	7691.12	7.21	204.90	5756.12	0
bcaie.com.br.	1	com.br	1.748	7.0	0.250	0.43	0.00	0.00	0.00	0.29	1.00	-26.81	6.40	120.67	3044.60	5.31	128.64	1794.53	0
bcakbjcgy.com.jm.	1	com.jm	2.020	11.0	0.184	0.09	0.00	0.18	0.00	0.73	0.00	-999.00	14.56	381.00	4642.22	6.36	261.96	6785.08	0
bcam.mw.	1	mw	1.561	6.0	0.260	0.17	0.00	0.00	0.00	0.33	1.00	-999.00	9.50	136.80	1858.75	4.72	133.16	1352.29	0
bcaqp.co.ke.	1	co.ke	1.748	7.0	0.250	0.14	0.00	0.00	0.00	0.57	0.00	-999.00	14.20	367.50	7680.60	9.13	333.14	6892.62	0
bcbarvg.tn.	1	tn	1.889	9.0	0.210	0.11	0.00	0.11	0.00	0.67	0.00	-999.00	12.29	267.75	3410.86	6.25	236.67	2185.73	0
bcbh.com.co.	1	com.co	1.330	6.0	0.222	0.00	0.00	0.17	0.00	0.67	0.00	-28.77	14.25	333.00	9226.00	2.59	193.96	5794.88	0
bcbjunggt.com.ng.	1	com.ng	2.020	11.0	0.184	0.09	0.00	0.18	0.00	0.73	0.00	-52.92	14.00	298.50	8402.89	5.33	228.98	6852.87	0
bcbsl.im.	1	im	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-33.24	10.80	261.50	5141.80	3.82	164.05	1724.68	0
bcccfygej.com.ng.	1	com.ng	1.972	11.0	0.179	0.09	0.00	0.09	0.00	0.64	0.00	-999.00	14.11	388.40	8135.00	6.89	186.52	4823.13	0
bccecwhyj.ly.	1	ly	1.972	11.0	0.179	0.09	0.00	0.09	0.00	0.73	0.00	-49.44	14.33	367.90	9064.56	7.02	222.21	6148.36	0
bcchdcsw.es.	1	es	1.834	10.0	0.183	0.00	0.00	0.10	0.00	0.80	0.00	-44.36	12.50	276.67	7414.25	4.66	133.20	2854.91	0
bcckdds.vn.	1	vn	1.735	9.0	0.193	0.00	0.00	0.22	0.00	0.78	0.00	-37.72	11.71	252.88	7516.00	3.81	181.80	5558.16	0
bccnhtyok.pe.	1	pe	2.146	11.0	0.195	0.09	0.00	0.09	0.00	0.64	0.00	-48.66	11.89	257.80	6088.22	5.26	121.15	3159.16	0
bccsxumk.com.co.	1	com.co	2.025	10.0	0.203	0.10	0.00	0.10	0.00	0.70	0.00	-999.00	13.25	379.00	8630.00	5.43	242.91	5721.87	0
bcdejzi.kn.	1	kn	2.043	9.0	0.227	0.22	0.00	0.00	0.00	0.56	0.00	-999.00	13.29	333.88	6115.43	8.88	267.37	5405.57	0
bcdkqmbco.as.	1	as	2.020	11.0	0.184	0.09	0.00	0.18	0.00	0.73	0.00	-999.00	13.78	456.60	6287.89	6.99	374.47	6237.05	0
bcdngzgxw.gr.	1	gr	2.146	11.0	0.195	0.00	0.00	0.09	0.00	0.82	0.00	-999.00	16.33	445.80	8634.22	5.64	261.52	7656.48	0
bcdpnzoi.co.il.	1	co.il	2.164	10.0	0.216	0.20	0.00	0.00	0.00	0.60	0.00	-999.00	11.38	333.11	7959.38	6.56	160.72	6209.85	0
bcdqaonlx.bo.	1	bo	2.272	11.0	0.207	0.18	0.00	0.00	0.00	0.64	0.00	-999.00	12.56	396.50	6408.89	8.72	309.32	7796.03	0
bcdra.co.uk.	1	co.uk	1.748	7.0	0.250	0.14	0.00	0.00	0.00	0.57	0.00	-25.67	9.00	201.17	4239.80	4.56	189.41	3296.50	0
bcdvlazzq.ch.	1	ch	2.146	11.0	0.195	0.09	0.00	0.09	0.00	0.73	0.00	-48.37	16.67	431.80	10765.00	8.74	285.43	7313.93	0
bcdvvdtgj.ch.	1	ch	2.020	11.0	0.184	0.00	0.00	0.18	0.00	0.82	0.00	-999.00	15.78	481.90	11714.11	5.98	194.09	6302.97	0
bcdzbdd.mu.	1	mu	1.523	9.0	0.169	0.00	0.00	0.22	0.00	0.78	0.00	-48.65	14.43	378.62	13172.86	4.62	203.86	7305.38	0
bceiwmyxw.vc.	1	vc	2.146	11.0	0.195	0.18	0.00	0.09	0.00	0.64	0.00	-999.00	14.00	372.50	7376.89	7.59	226.84	4726.51	0
bcekakxt.tc.	1	tc	2.025	10.0	0.203	0.20	0.00	0.10	0.00	0.50	0.00	-999.00	11.88	294.56	5702.38	7.70	300.12	5357.73	0
bcekn.ru.	1	ru	1.748	7.0	0.250	0.14	0.00	0.00	0.00	0.57	0.00	-28.10	10.40	227.50	7435.20	5.89	185.11	4253.29	0
bceunttqz.ae.	1	ae	2.146	11.0	0.195	0.18	0.00	0.09	0.00	0.64	0.00	-999.00	12.89	339.70	7655.56	8.74	330.92	7429.95	0
bcewmgqwe.tn.	1	tn	2.020	11.0	0.184	0.18	0.00	0.18	0.00	0.64	0.00	-999.00	14.00	375.00	5800.22	8.96	334.24	5101.08	0
bceyib.ag.	1	ag	1.733	8.0	0.217	0.25	0.00	0.12	0.00	0.25	0.00	-43.05	10.67	233.71	7019.83	6.39	126.12	3526.32	0
bcfakonh.ms.	1	ms	2.164	10.0	0.216	0.20	0.00	0.00	0.00	0.50	0.00	-46.28	11.62	255.33	3383.12	6.46	181.65	1926.27	0
bcfblnx.in.	1	in	1.889	9.0	0.210	0.00	0.00	0.11	0.00	0.78	0.00	-43.05	14.43	378.25	11107.86	5.53	214.45	8744.47	0
bcfbx.im.	1	im	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-37.86	16.80	461.33	11463.00	4.79	302.27	9747.59	0
bcfgo.bz.	1	bz	1.748	7.0	0.250	0.14	0.00	0.00	0.00	0.57	0.00	-999.00	12.80	331.83	2575.60	5.84	280.50	3396.94	0
bcfmw.tj.	1	tj	1.748	7.0	0.250	0.00	0.00	0.00	0.00	0.71	0.00	-39.71	15.40	419.17	8560.80	4.50	217.89	7228.16	0
bcfonkhn.sg.	1	sg	2.025	10.0	0.203	0.10	0.00	0.10	0.00	0.70	0.00	-44.43	12.38	252.44	5052.12	5.59	212.39	4332.32	0
bcfrosc.co.id.	1	co.id	1.889	9.0	0.210	0.11	0.00	0.11	0.00	0.67	0.00	-41.50	9.86	215.12	2787.57	5.54	188.19	2883.01	0
bcfvfge.dj.	1	dj	1.889	9.0	0.210	0.11	0.00	0.11	0.00	0.67	0.00	-999.00	14.86	484.00	5962.86	6.77	385.47	8933.95	0
bcfww.kz.	1	kz	1.550	7.0	0.221	0.00	0.00	0.14	0.00	0.71	0.00	-999.00	17.40	433.83	4281.00	4.32	231.88	5336.68	0
bcfyyhv.li.	1	li	1.889	9.0	0.210	0.00	0.00	0.11	0.00	0.78	0.00	-999.00	17.43	485.00	10321.43	3.66	225.51	8742.12	0
bcfzglt.com.bs.	1	com.bs	2.043	9.0	0.227	0.00	0.00	0.00	0.00	0.78	0.00	-999.00	14.57	390.38	9020.86	5.97	290.09	9267.37	0
bcgcqa.co.kr.	1	co.kr	1.733	8.0	0.217	0.12	0.00	0.12	0.00	0.62	0.00	-999.00	13.83	437.00	5303.50	8.53	291.75	4553.33	0
bcgd.co.ug.	1	co.ug	1.561	6.0	0.260	0.00	0.00	0.00	0.00	0.67	0.00	-33.45	13.25	327.20	9009.50	2.38	227.35	5578.84	0
bcgeebuic.at.	1	at	1.894	11.0	0.172	0.36	0.00	0.27	0.00	0.27	0.00	-41.47	9.44	200.40	3497.67	5.68	168.14	3336.32	0
bcgengowy.gd.	1	gd	2.146	11.0	0.195	0.18	0.00	0.09	0.00	0.64	0.00	-48.62	12.11	222.30	4915.00	6.61	227.78	3504.28	0
bcgkufh.tl.	1	tl	2.043	9.0	0.227	0.11	0.00	0.00	0.00	0.67	0.00	-47.46	15.57	438.62	13511.57	3.06	243.08	6466.47	0
